_id,Quarter,QuarterQF,HB,HBQF,Location,LocationQF,Specialty,SpecialtyQF,SpecialtyName,SpecialtyNameQF,AllStaffedBeddays,AllStaffedBeddaysQF,TotalOccupiedBeddays,TotalOccupiedBeddaysQF,AverageAvailableStaffedBeds,AverageAvailableStaffedBedsQF,AverageOccupiedBeds,AverageOccupiedBedsQF,PercentageOccupancy,PercentageOccupancyQF
1609,2020Q3,"",S08000015,"",A210H,"", ,z,Medical Grouping,d,16366,"",15522,"",177.89130434782612,"",168.71739130434784,"",94.84296712697055,""
1610,2020Q3,"",S08000015,"",S08000015,d, ,z,Medical Grouping,d,60727,"",55794,"",660.0760869565219,"",606.4565217391305,"",91.87675992556854,""
1611,2020Q4,"",S08000015,"",A111H,"", ,z,Medical Grouping,d,32898,"",30013,"",357.5869565217392,"",326.22826086956525,"",91.23046993738221,""
1612,2020Q4,"",S08000015,"",A210H,"", ,z,Medical Grouping,d,19544,"",18344,"",212.4347826086957,"",199.39130434782615,"",93.86000818665578,""
1613,2020Q4,"",S08000015,"",S08000015,d, ,z,Medical Grouping,d,66865,"",60251,"",726.7934782608697,"",654.9021739130436,"",90.10842742840052,""
1614,2021Q1,"",S08000015,"",A111H,"", ,z,Medical Grouping,d,35095,"",32108,"",389.9444444444445,"",356.7555555555556,"",91.48881607066534,""
1615,2021Q1,"",S08000015,"",A210H,"", ,z,Medical Grouping,d,19217,"",17251,"",213.52222222222224,"",191.67777777777778,"",89.76947494405997,""
1616,2021Q1,"",S08000015,"",S08000015,d, ,z,Medical Grouping,d,67885,"",60380,"",754.2777777777779,"",670.888888888889,"",88.94453855785521,""
1617,2021Q2,"",S08000015,"",A111H,"", ,z,Medical Grouping,d,34318,"",32521,"",377.1208791208792,"",357.37362637362645,"",94.76368086718341,""
1618,2021Q2,"",S08000015,"",A210H,"", ,z,Medical Grouping,d,18109,"",16623,"",199,"",182.67032967032972,"",91.79413551272849,""
1619,2021Q2,"",S08000015,"",S08000015,d, ,z,Medical Grouping,d,66562,"",61038,"",731.4505494505496,"",670.7472527472529,"",91.70097052372225,""
1620,2021Q3,"",S08000015,"",A111H,"", ,z,Medical Grouping,d,35650,"",33468,"",387.5,"",363.78260869565224,"",93.87938288920057,""
1621,2021Q3,"",S08000015,"",A210H,"", ,z,Medical Grouping,d,19108,"",18145,"",207.69565217391306,"",197.22826086956522,"",94.96022608331589,""
1622,2021Q3,"",S08000015,"",S08000015,d, ,z,Medical Grouping,d,69084,"",64158,"",750.9130434782611,"",697.3695652173915,"",92.86955011290601,""
1623,2021Q4,p,S08000015,"",A111H,"", ,z,Medical Grouping,d,38205,"",34949,"",415.27173913043487,"",379.8804347826088,"",91.47755529380971,""
1624,2021Q4,p,S08000015,"",A210H,"", ,z,Medical Grouping,d,21045,"",19448,"",228.75,"",211.39130434782615,"",92.41149916844857,""
1625,2021Q4,p,S08000015,"",S08000015,d, ,z,Medical Grouping,d,73475,"",67118,"",798.6413043478262,"",729.5434782608697,"",91.3480775774073,""
1626,2016Q4,"",S08000015,"",A210H,"",AD,"",Medical Oncology,"",81,"",27,"",0.8804347826086959,"",0.29347826086956535,"",33.33333333333334,""
1627,2016Q4,"",S08000015,"",S08000015,d,AD,"",Medical Oncology,"",81,"",27,"",0.8804347826086959,"",0.29347826086956535,"",33.33333333333334,""
1628,2017Q1,"",S08000015,"",A210H,"",AD,"",Medical Oncology,"",127,"",41,"",1.4111111111111114,"",0.45555555555555577,"",32.28346456692913,""
1629,2017Q1,"",S08000015,"",S08000015,d,AD,"",Medical Oncology,"",127,"",41,"",1.4111111111111114,"",0.45555555555555577,"",32.28346456692913,""
1630,2017Q2,"",S08000015,"",A210H,"",AD,"",Medical Oncology,"",143,"",33,"",1.5714285714285716,"",0.3626373626373627,"",23.076923076923087,""
1631,2017Q2,"",S08000015,"",S08000015,d,AD,"",Medical Oncology,"",143,"",33,"",1.5714285714285716,"",0.3626373626373627,"",23.076923076923087,""
1632,2017Q3,"",S08000015,"",A210H,"",AD,"",Medical Oncology,"",137,"",24,"",1.4891304347826089,"",0.26086956521739135,"",17.51824817518248,""
1633,2017Q3,"",S08000015,"",S08000015,d,AD,"",Medical Oncology,"",137,"",24,"",1.4891304347826089,"",0.26086956521739135,"",17.51824817518248,""
1634,2017Q4,"",S08000015,"",A210H,"",AD,"",Medical Oncology,"",180,"",60,"",1.9565217391304353,"",0.6521739130434784,"",33.333333333333336,""
1635,2017Q4,"",S08000015,"",S08000015,d,AD,"",Medical Oncology,"",180,"",60,"",1.9565217391304353,"",0.6521739130434784,"",33.333333333333336,""
1636,2018Q1,"",S08000015,"",A210H,"",AD,"",Medical Oncology,"",96,"",10,"",1.066666666666667,"",0.11111111111111112,"",10.416666666666668,""
1637,2018Q1,"",S08000015,"",S08000015,d,AD,"",Medical Oncology,"",96,"",10,"",1.066666666666667,"",0.11111111111111112,"",10.416666666666668,""
1638,2018Q2,"",S08000015,"",A210H,"",AD,"",Medical Oncology,"",105,"",19,"",1.1538461538461537,"",0.20879120879120885,"",18.095238095238102,""
1639,2018Q2,"",S08000015,"",S08000015,d,AD,"",Medical Oncology,"",105,"",19,"",1.1538461538461537,"",0.20879120879120885,"",18.095238095238102,""
1640,2018Q3,"",S08000015,"",A210H,"",AD,"",Medical Oncology,"",169,"",10,"",1.8369565217391308,"",0.10869565217391307,"",5.91715976331361,""
1641,2018Q3,"",S08000015,"",S08000015,d,AD,"",Medical Oncology,"",169,"",10,"",1.8369565217391308,"",0.10869565217391307,"",5.91715976331361,""
1642,2018Q4,"",S08000015,"",A210H,"",AD,"",Medical Oncology,"",89,"",26,"",0.9673913043478263,"",0.28260869565217395,"",29.213483146067418,""
1643,2018Q4,"",S08000015,"",S08000015,d,AD,"",Medical Oncology,"",89,"",26,"",0.9673913043478263,"",0.28260869565217395,"",29.213483146067418,""
1644,2019Q1,"",S08000015,"",A210H,"",AD,"",Medical Oncology,"",76,"",8,"",0.8444444444444446,"",0.08888888888888892,"",10.526315789473687,""
1645,2019Q1,"",S08000015,"",S08000015,d,AD,"",Medical Oncology,"",76,"",8,"",0.8444444444444446,"",0.08888888888888892,"",10.526315789473687,""
1646,2019Q2,"",S08000015,"",A210H,"",AD,"",Medical Oncology,"",92,"",20,"",1.0109890109890112,"",0.21978021978021983,"",21.739130434782613,""
1647,2019Q2,"",S08000015,"",S08000015,d,AD,"",Medical Oncology,"",92,"",20,"",1.0109890109890112,"",0.21978021978021983,"",21.739130434782613,""
1648,2019Q3,"",S08000015,"",A210H,"",AD,"",Medical Oncology,"",21,"",1,"",0.22826086956521743,"",0.010869565217391308,"",4.7619047619047645,""
1649,2019Q3,"",S08000015,"",S08000015,d,AD,"",Medical Oncology,"",21,"",1,"",0.22826086956521743,"",0.010869565217391308,"",4.7619047619047645,""
1650,2019Q4,"",S08000015,"",A210H,"",AD,"",Medical Oncology,"",42,"",2,"",0.4565217391304349,"",0.021739130434782615,"",4.7619047619047645,""
1651,2019Q4,"",S08000015,"",S08000015,d,AD,"",Medical Oncology,"",42,"",2,"",0.4565217391304349,"",0.021739130434782615,"",4.7619047619047645,""
1652,2020Q1,"",S08000015,"",A210H,"",AD,"",Medical Oncology,"",72,"",5,"",0.7912087912087914,"",0.05494505494505496,"",6.944444444444446,""
1653,2020Q1,"",S08000015,"",S08000015,d,AD,"",Medical Oncology,"",72,"",5,"",0.7912087912087914,"",0.05494505494505496,"",6.944444444444446,""
1654,2020Q2,"",S08000015,"",A210H,"",AD,"",Medical Oncology,"",31,"",7,"",0.3406593406593408,"",0.07692307692307696,"",22.580645161290324,""
1655,2020Q2,"",S08000015,"",S08000015,d,AD,"",Medical Oncology,"",31,"",7,"",0.3406593406593408,"",0.07692307692307696,"",22.580645161290324,""
1656,2020Q3,"",S08000015,"",A210H,"",AD,"",Medical Oncology,"",95,"",0,"",1.032608695652174,"",0,"",0,""
1657,2020Q3,"",S08000015,"",S08000015,d,AD,"",Medical Oncology,"",95,"",0,"",1.032608695652174,"",0,"",0,""
1658,2016Q4,"",S08000015,"",S08000015,d, ,z,Mental Health Grouping,d,24750,"",17880,"",269.02173913043487,"",194.34782608695656,"",72.24242424242425,""
1659,2017Q1,"",S08000015,"",S08000015,d, ,z,Mental Health Grouping,d,24312,"",17786,"",270.1333333333333,"",197.62222222222226,"",73.15728858177035,""
1660,2017Q2,"",S08000015,"",S08000015,d, ,z,Mental Health Grouping,d,24399,"",17567,"",268.1208791208791,"",193.04395604395611,"",71.99885241198412,""
1661,2017Q3,"",S08000015,"",S08000015,d, ,z,Mental Health Grouping,d,24552,"",18699,"",266.86956521739137,"",203.25,"",76.16080156402738,""
1662,2017Q4,"",S08000015,"",S08000015,d, ,z,Mental Health Grouping,d,24533,"",18837,"",266.66304347826093,"",204.75,"",76.78229323767987,""
1663,2018Q1,"",S08000015,"",S08000015,d, ,z,Mental Health Grouping,d,23696,"",17402,"",263.28888888888895,"",193.35555555555558,"",73.43855503038489,""
1664,2018Q2,"",S08000015,"",S08000015,d, ,z,Mental Health Grouping,d,24024,"",18855,"",264,"",207.19780219780225,"",78.48401598401598,""
1665,2018Q3,"",S08000015,"",S08000015,d, ,z,Mental Health Grouping,d,24384,"",17244,"",265.0434782608696,"",187.4347826086957,"",70.7185039370079,""
1666,2018Q4,"",S08000015,"",S08000015,d, ,z,Mental Health Grouping,d,22835,"",16572,"",248.20652173913047,"",180.13043478260875,"",72.5728049047515,""
1667,2019Q1,"",S08000015,"",S08000015,d, ,z,Mental Health Grouping,d,22162,"",15646,"",246.24444444444447,"",173.84444444444446,"",70.59832145113258,""
1668,2019Q2,"",S08000015,"",S08000015,d, ,z,Mental Health Grouping,d,21169,"",15874,"",232.62637362637366,"",174.43956043956047,"",74.98700930606076,""
1669,2019Q3,"",S08000015,"",S08000015,d, ,z,Mental Health Grouping,d,20249,"",16460,"",220.09782608695656,"",178.9130434782609,"",81.28796483776978,""
1670,2019Q4,"",S08000015,"",S08000015,d, ,z,Mental Health Grouping,d,20340,"",16171,"",221.08695652173918,"",175.7717391304348,"",79.50344149459195,""
1671,2020Q1,"",S08000015,"",S08000015,d, ,z,Mental Health Grouping,d,21014,"",15310,"",230.92307692307696,"",168.24175824175828,"",72.85619111068812,""
1672,2020Q2,"",S08000015,"",S08000015,d, ,z,Mental Health Grouping,d,19425,"",14648,"",213.46153846153848,"",160.967032967033,"",75.40797940797943,""
1673,2020Q3,"",S08000015,"",S08000015,d, ,z,Mental Health Grouping,d,19050,"",15528,"",207.0652173913044,"",168.78260869565224,"",81.51181102362206,""
1674,2020Q4,"",S08000015,"",S08000015,d, ,z,Mental Health Grouping,d,18901,"",15811,"",205.44565217391306,"",171.85869565217394,"",83.65165864239988,""
1675,2021Q1,"",S08000015,"",S08000015,d, ,z,Mental Health Grouping,d,18637,"",14960,"",207.07777777777778,"",166.22222222222226,"",80.2704297902023,""
1676,2021Q2,"",S08000015,"",S08000015,d, ,z,Mental Health Grouping,d,18661,"",15175,"",205.0659340659341,"",166.75824175824178,"",81.31932908204277,""
1677,2021Q3,"",S08000015,"",S08000015,d, ,z,Mental Health Grouping,d,18332,"",14725,"",199.26086956521743,"",160.054347826087,"",80.32402356535023,""
1678,2021Q4,p,S08000015,"",S08000015,d, ,z,Mental Health Grouping,d,18787,"",14906,"",204.20652173913047,"",162.0217391304348,"",79.34209825943472,""
1679,2017Q1,"",S08000015,"",A111H,"",T2,"",Midwifery,"",217,"",217,"",2.4111111111111114,"",2.4111111111111114,"",100,""
1680,2017Q1,"",S08000015,"",S08000015,d,T2,"",Midwifery,"",217,"",217,"",2.4111111111111114,"",2.4111111111111114,"",100,""
1681,2017Q2,"",S08000015,"",A111H,"",T2,"",Midwifery,"",388,"",388,"",4.2637362637362655,"",4.2637362637362655,"",100,""
1682,2017Q2,"",S08000015,"",S08000015,d,T2,"",Midwifery,"",388,"",388,"",4.2637362637362655,"",4.2637362637362655,"",100,""
1683,2017Q3,"",S08000015,"",A111H,"",T2,"",Midwifery,"",437,"",437,"",4.75,"",4.75,"",100,""
1684,2017Q3,"",S08000015,"",S08000015,d,T2,"",Midwifery,"",437,"",437,"",4.75,"",4.75,"",100,""
1685,2017Q4,"",S08000015,"",A111H,"",T2,"",Midwifery,"",283,"",283,"",3.0760869565217397,"",3.0760869565217397,"",100,""
1686,2017Q4,"",S08000015,"",S08000015,d,T2,"",Midwifery,"",283,"",283,"",3.0760869565217397,"",3.0760869565217397,"",100,""
1687,2018Q1,"",S08000015,"",A111H,"",T2,"",Midwifery,"",322,"",322,"",3.577777777777779,"",3.577777777777779,"",100,""
1688,2018Q1,"",S08000015,"",S08000015,d,T2,"",Midwifery,"",322,"",322,"",3.577777777777779,"",3.577777777777779,"",100,""
1689,2018Q2,"",S08000015,"",A111H,"",T2,"",Midwifery,"",387,"",387,"",4.252747252747254,"",4.252747252747254,"",100,""
1690,2018Q2,"",S08000015,"",S08000015,d,T2,"",Midwifery,"",387,"",387,"",4.252747252747254,"",4.252747252747254,"",100,""
1691,2018Q3,"",S08000015,"",A111H,"",T2,"",Midwifery,"",298,"",298,"",3.2391304347826098,"",3.2391304347826098,"",100,""
1692,2018Q3,"",S08000015,"",S08000015,d,T2,"",Midwifery,"",298,"",298,"",3.2391304347826098,"",3.2391304347826098,"",100,""
1693,2018Q4,"",S08000015,"",A111H,"",T2,"",Midwifery,"",285,"",285,"",3.097826086956523,"",3.097826086956523,"",100,""
1694,2018Q4,"",S08000015,"",S08000015,d,T2,"",Midwifery,"",285,"",285,"",3.097826086956523,"",3.097826086956523,"",100,""
1695,2019Q1,"",S08000015,"",A111H,"",T2,"",Midwifery,"",202,"",202,"",2.244444444444445,"",2.244444444444445,"",100,""
1696,2019Q1,"",S08000015,"",S08000015,d,T2,"",Midwifery,"",202,"",202,"",2.244444444444445,"",2.244444444444445,"",100,""
1697,2019Q2,"",S08000015,"",A111H,"",T2,"",Midwifery,"",243,"",243,"",2.6703296703296706,"",2.6703296703296706,"",100,""
1698,2019Q2,"",S08000015,"",S08000015,d,T2,"",Midwifery,"",243,"",243,"",2.6703296703296706,"",2.6703296703296706,"",100,""
1699,2019Q3,"",S08000015,"",A111H,"",T2,"",Midwifery,"",331,"",331,"",3.597826086956523,"",3.597826086956523,"",100,""
1700,2019Q3,"",S08000015,"",S08000015,d,T2,"",Midwifery,"",331,"",331,"",3.597826086956523,"",3.597826086956523,"",100,""
1701,2019Q4,"",S08000015,"",A111H,"",T2,"",Midwifery,"",235,"",235,"",2.554347826086957,"",2.554347826086957,"",100,""
1702,2019Q4,"",S08000015,"",S08000015,d,T2,"",Midwifery,"",235,"",235,"",2.554347826086957,"",2.554347826086957,"",100,""
1703,2020Q1,"",S08000015,"",A111H,"",T2,"",Midwifery,"",226,"",226,"",2.4835164835164845,"",2.4835164835164845,"",100,""
1704,2020Q1,"",S08000015,"",S08000015,d,T2,"",Midwifery,"",226,"",226,"",2.4835164835164845,"",2.4835164835164845,"",100,""
1705,2020Q2,"",S08000015,"",A111H,"",T2,"",Midwifery,"",228,"",228,"",2.505494505494506,"",2.505494505494506,"",100,""
1706,2020Q2,"",S08000015,"",S08000015,d,T2,"",Midwifery,"",228,"",228,"",2.505494505494506,"",2.505494505494506,"",100,""
1707,2020Q3,"",S08000015,"",A111H,"",T2,"",Midwifery,"",203,"",203,"",2.206521739130435,"",2.206521739130435,"",100,""
1708,2020Q3,"",S08000015,"",S08000015,d,T2,"",Midwifery,"",203,"",203,"",2.206521739130435,"",2.206521739130435,"",100,""
1709,2020Q4,"",S08000015,"",A111H,"",T2,"",Midwifery,"",218,"",218,"",2.3695652173913047,"",2.3695652173913047,"",100,""
1710,2020Q4,"",S08000015,"",S08000015,d,T2,"",Midwifery,"",218,"",218,"",2.3695652173913047,"",2.3695652173913047,"",100,""
1711,2021Q1,"",S08000015,"",A111H,"",T2,"",Midwifery,"",159,"",159,"",1.766666666666667,"",1.766666666666667,"",100,""
1712,2021Q1,"",S08000015,"",S08000015,d,T2,"",Midwifery,"",159,"",159,"",1.766666666666667,"",1.766666666666667,"",100,""
1713,2021Q2,"",S08000015,"",A111H,"",T2,"",Midwifery,"",154,"",154,"",1.6923076923076927,"",1.6923076923076927,"",100,""
1714,2021Q2,"",S08000015,"",S08000015,d,T2,"",Midwifery,"",154,"",154,"",1.6923076923076927,"",1.6923076923076927,"",100,""
1715,2021Q3,"",S08000015,"",A111H,"",T2,"",Midwifery,"",177,"",177,"",1.9239130434782614,"",1.9239130434782614,"",100,""
1716,2021Q3,"",S08000015,"",S08000015,d,T2,"",Midwifery,"",177,"",177,"",1.9239130434782614,"",1.9239130434782614,"",100,""
1717,2021Q4,p,S08000015,"",A111H,"",T2,"",Midwifery,"",131,"",131,"",1.4239130434782614,"",1.4239130434782614,"",100,""
1718,2021Q4,p,S08000015,"",S08000015,d,T2,"",Midwifery,"",131,"",131,"",1.4239130434782614,"",1.4239130434782614,"",100,""
1719,2018Q1,"",S08000015,"",S08000015,d,AH,"",Neurology,"",5,"",5,"",0.055555555555555566,"",0.055555555555555566,"",100,""
1720,2016Q4,"",S08000015,"",A111H,"",F3,"",Obstetrics,"",3189,"",2450,"",34.663043478260875,"",26.6304347826087,"",76.8265914079649,""
1721,2016Q4,"",S08000015,"",S08000015,d,F3,"",Obstetrics,"",3189,"",2450,"",34.663043478260875,"",26.6304347826087,"",76.8265914079649,""
1722,2017Q1,"",S08000015,"",A111H,"",F3,"",Obstetrics,"",2690,"",1937,"",29.888888888888896,"",21.52222222222223,"",72.00743494423791,""
1723,2017Q1,"",S08000015,"",S08000015,d,F3,"",Obstetrics,"",2690,"",1937,"",29.888888888888896,"",21.52222222222223,"",72.00743494423791,""
1724,2017Q2,"",S08000015,"",A111H,"",F3,"",Obstetrics,"",2504,"",2010,"",27.516483516483525,"",22.087912087912095,"",80.27156549520768,""
1725,2017Q2,"",S08000015,"",S08000015,d,F3,"",Obstetrics,"",2504,"",2010,"",27.516483516483525,"",22.087912087912095,"",80.27156549520768,""
1726,2017Q3,"",S08000015,"",A111H,"",F3,"",Obstetrics,"",2521,"",2118,"",27.402173913043487,"",23.021739130434785,"",84.01428004760017,""
1727,2017Q3,"",S08000015,"",S08000015,d,F3,"",Obstetrics,"",2521,"",2118,"",27.402173913043487,"",23.021739130434785,"",84.01428004760017,""
1728,2017Q4,"",S08000015,"",A111H,"",F3,"",Obstetrics,"",2589,"",2131,"",28.141304347826097,"",23.163043478260875,"",82.30977211278487,""
1729,2017Q4,"",S08000015,"",S08000015,d,F3,"",Obstetrics,"",2589,"",2131,"",28.141304347826097,"",23.163043478260875,"",82.30977211278487,""
1730,2018Q1,"",S08000015,"",A111H,"",F3,"",Obstetrics,"",2481,"",1894,"",27.56666666666667,"",21.044444444444448,"",76.34018540910924,""
1731,2018Q1,"",S08000015,"",S08000015,d,F3,"",Obstetrics,"",2481,"",1894,"",27.56666666666667,"",21.044444444444448,"",76.34018540910924,""
1732,2018Q2,"",S08000015,"",A111H,"",F3,"",Obstetrics,"",2494,"",1977,"",27.406593406593412,"",21.725274725274733,"",79.27024859663193,""
1733,2018Q2,"",S08000015,"",S08000015,d,F3,"",Obstetrics,"",2494,"",1977,"",27.406593406593412,"",21.725274725274733,"",79.27024859663193,""
1734,2018Q3,"",S08000015,"",A111H,"",F3,"",Obstetrics,"",2585,"",1944,"",28.09782608695653,"",21.1304347826087,"",75.20309477756288,""
1735,2018Q3,"",S08000015,"",S08000015,d,F3,"",Obstetrics,"",2585,"",1944,"",28.09782608695653,"",21.1304347826087,"",75.20309477756288,""
1736,2018Q4,"",S08000015,"",A111H,"",F3,"",Obstetrics,"",2621,"",2064,"",28.489130434782613,"",22.434782608695652,"",78.74856924837849,""
1737,2018Q4,"",S08000015,"",S08000015,d,F3,"",Obstetrics,"",2621,"",2064,"",28.489130434782613,"",22.434782608695652,"",78.74856924837849,""
1738,2019Q1,"",S08000015,"",A111H,"",F3,"",Obstetrics,"",2628,"",2125,"",29.2,"",23.611111111111114,"",80.85996955859972,""
1739,2019Q1,"",S08000015,"",S08000015,d,F3,"",Obstetrics,"",2628,"",2125,"",29.2,"",23.611111111111114,"",80.85996955859972,""
1740,2019Q2,"",S08000015,"",A111H,"",F3,"",Obstetrics,"",2643,"",2067,"",29.04395604395605,"",22.714285714285722,"",78.20658342792284,""
1741,2019Q2,"",S08000015,"",S08000015,d,F3,"",Obstetrics,"",2643,"",2067,"",29.04395604395605,"",22.714285714285722,"",78.20658342792284,""
1742,2019Q3,"",S08000015,"",A111H,"",F3,"",Obstetrics,"",2599,"",2152,"",28.25,"",23.391304347826093,"",82.80107733743748,""
1743,2019Q3,"",S08000015,"",S08000015,d,F3,"",Obstetrics,"",2599,"",2152,"",28.25,"",23.391304347826093,"",82.80107733743748,""
1744,2019Q4,"",S08000015,"",A111H,"",F3,"",Obstetrics,"",2637,"",1924,"",28.663043478260875,"",20.913043478260875,"",72.96169890026547,""
1745,2019Q4,"",S08000015,"",S08000015,d,F3,"",Obstetrics,"",2637,"",1924,"",28.663043478260875,"",20.913043478260875,"",72.96169890026547,""
1746,2020Q1,"",S08000015,"",A111H,"",F3,"",Obstetrics,"",2629,"",1948,"",28.890109890109894,"",21.40659340659341,"",74.09661468238875,""
1747,2020Q1,"",S08000015,"",S08000015,d,F3,"",Obstetrics,"",2629,"",1948,"",28.890109890109894,"",21.40659340659341,"",74.09661468238875,""
1748,2020Q2,"",S08000015,"",A111H,"",F3,"",Obstetrics,"",2595,"",1575,"",28.51648351648353,"",17.307692307692314,"",60.69364161849712,""
1749,2020Q2,"",S08000015,"",S08000015,d,F3,"",Obstetrics,"",2595,"",1575,"",28.51648351648353,"",17.307692307692314,"",60.69364161849712,""
1750,2020Q3,"",S08000015,"",A111H,"",F3,"",Obstetrics,"",2632,"",1704,"",28.608695652173925,"",18.52173913043478,"",64.74164133738601,""
1751,2020Q3,"",S08000015,"",S08000015,d,F3,"",Obstetrics,"",2632,"",1704,"",28.608695652173925,"",18.52173913043478,"",64.74164133738601,""
1752,2020Q4,"",S08000015,"",A111H,"",F3,"",Obstetrics,"",2861,"",1788,"",31.09782608695653,"",19.434782608695652,"",62.49563089828733,""
1753,2020Q4,"",S08000015,"",S08000015,d,F3,"",Obstetrics,"",2861,"",1788,"",31.09782608695653,"",19.434782608695652,"",62.49563089828733,""
1754,2021Q1,"",S08000015,"",A111H,"",F3,"",Obstetrics,"",2887,"",1555,"",32.07777777777778,"",17.277777777777782,"",53.86214063041222,""
1755,2021Q1,"",S08000015,"",S08000015,d,F3,"",Obstetrics,"",2887,"",1555,"",32.07777777777778,"",17.277777777777782,"",53.86214063041222,""
1756,2021Q2,"",S08000015,"",A111H,"",F3,"",Obstetrics,"",2976,"",1791,"",32.70329670329671,"",19.681318681318686,"",60.18145161290325,""
1757,2021Q2,"",S08000015,"",S08000015,d,F3,"",Obstetrics,"",2976,"",1791,"",32.70329670329671,"",19.681318681318686,"",60.18145161290325,""
1758,2021Q3,"",S08000015,"",A111H,"",F3,"",Obstetrics,"",3015,"",1811,"",32.77173913043479,"",19.684782608695652,"",60.066334991708146,""
1759,2021Q3,"",S08000015,"",S08000015,d,F3,"",Obstetrics,"",3015,"",1811,"",32.77173913043479,"",19.684782608695652,"",60.066334991708146,""
1760,2021Q4,p,S08000015,"",A111H,"",F3,"",Obstetrics,"",2993,"",1611,"",32.53260869565217,"",17.510869565217394,"",53.82559305045106,""
1761,2021Q4,p,S08000015,"",S08000015,d,F3,"",Obstetrics,"",2993,"",1611,"",32.53260869565217,"",17.510869565217394,"",53.82559305045106,""
1762,2016Q4,"",S08000015,"",A210H,"",C7,"",Ophthalmology,"",245,"",139,"",2.66304347826087,"",1.5108695652173918,"",56.73469387755104,""
1763,2016Q4,"",S08000015,"",S08000015,d,C7,"",Ophthalmology,"",245,"",139,"",2.66304347826087,"",1.5108695652173918,"",56.73469387755104,""
1764,2017Q1,"",S08000015,"",A210H,"",C7,"",Ophthalmology,"",237,"",130,"",2.6333333333333337,"",1.4444444444444446,"",54.85232067510549,""
1765,2017Q1,"",S08000015,"",S08000015,d,C7,"",Ophthalmology,"",237,"",130,"",2.6333333333333337,"",1.4444444444444446,"",54.85232067510549,""
1766,2017Q2,"",S08000015,"",A111H,"",C7,"",Ophthalmology,"",1,"",1,"",0.010989010989010993,"",0.010989010989010993,"",100,""
1767,2017Q2,"",S08000015,"",A210H,"",C7,"",Ophthalmology,"",285,"",156,"",3.1318681318681327,"",1.7142857142857146,"",54.73684210526316,""
1768,2017Q2,"",S08000015,"",S08000015,d,C7,"",Ophthalmology,"",286,"",157,"",3.1428571428571437,"",1.7252747252747258,"",54.8951048951049,""
1769,2017Q3,"",S08000015,"",A210H,"",C7,"",Ophthalmology,"",240,"",142,"",2.6086956521739135,"",1.5434782608695654,"",59.16666666666667,""
1770,2017Q3,"",S08000015,"",S08000015,d,C7,"",Ophthalmology,"",240,"",142,"",2.6086956521739135,"",1.5434782608695654,"",59.16666666666667,""
1771,2017Q4,"",S08000015,"",A210H,"",C7,"",Ophthalmology,"",217,"",140,"",2.3586956521739135,"",1.5217391304347831,"",64.51612903225806,""
1772,2017Q4,"",S08000015,"",S08000015,d,C7,"",Ophthalmology,"",217,"",140,"",2.3586956521739135,"",1.5217391304347831,"",64.51612903225806,""
1773,2018Q1,"",S08000015,"",A111H,"",C7,"",Ophthalmology,"",1,"",1,"",0.011111111111111115,"",0.011111111111111115,"",100,""
1774,2018Q1,"",S08000015,"",A210H,"",C7,"",Ophthalmology,"",212,"",157,"",2.3555555555555565,"",1.7444444444444447,"",74.05660377358492,""
1775,2018Q1,"",S08000015,"",S08000015,d,C7,"",Ophthalmology,"",213,"",158,"",2.366666666666667,"",1.755555555555556,"",74.17840375586856,""
1776,2018Q2,"",S08000015,"",A210H,"",C7,"",Ophthalmology,"",183,"",135,"",2.0109890109890114,"",1.4835164835164838,"",73.7704918032787,""
1777,2018Q2,"",S08000015,"",S08000015,d,C7,"",Ophthalmology,"",183,"",135,"",2.0109890109890114,"",1.4835164835164838,"",73.7704918032787,""
1778,2018Q3,"",S08000015,"",A111H,"",C7,"",Ophthalmology,"",6,"",6,"",0.06521739130434784,"",0.06521739130434784,"",100,""
1779,2018Q3,"",S08000015,"",A210H,"",C7,"",Ophthalmology,"",167,"",123,"",1.8152173913043486,"",1.3369565217391306,"",73.65269461077845,""
1780,2018Q3,"",S08000015,"",S08000015,d,C7,"",Ophthalmology,"",173,"",129,"",1.8804347826086965,"",1.4021739130434787,"",74.56647398843933,""
1781,2018Q4,"",S08000015,"",A111H,"",C7,"",Ophthalmology,"",1,"",1,"",0.010869565217391308,"",0.010869565217391308,"",100,""
1782,2018Q4,"",S08000015,"",A210H,"",C7,"",Ophthalmology,"",175,"",133,"",1.9021739130434787,"",1.445652173913044,"",76,""
1783,2018Q4,"",S08000015,"",S08000015,d,C7,"",Ophthalmology,"",176,"",134,"",1.91304347826087,"",1.456521739130435,"",76.13636363636365,""
1784,2019Q1,"",S08000015,"",A210H,"",C7,"",Ophthalmology,"",187,"",172,"",2.0777777777777784,"",1.9111111111111116,"",91.97860962566845,""
1785,2019Q1,"",S08000015,"",S08000015,d,C7,"",Ophthalmology,"",187,"",172,"",2.0777777777777784,"",1.9111111111111116,"",91.97860962566845,""
1786,2019Q2,"",S08000015,"",A210H,"",C7,"",Ophthalmology,"",93,"",56,"",1.0219780219780223,"",0.6153846153846155,"",60.21505376344088,""
1787,2019Q2,"",S08000015,"",S08000015,d,C7,"",Ophthalmology,"",93,"",56,"",1.0219780219780223,"",0.6153846153846155,"",60.21505376344088,""
1788,2019Q3,"",S08000015,"",A210H,"",C7,"",Ophthalmology,"",118,"",72,"",1.282608695652174,"",0.7826086956521742,"",61.01694915254238,""
