"","date","year","month","day","quarter","week","hb","hb_name","simd_quintile","admission_type","number_admissions","average20182019","percent_variation"
"11257",2021-02-07,2021,2,7,1,6,"S08000016","NHS Borders",2,"Emergency",26,56,-53.6
"11258",2021-02-07,2021,2,7,1,6,"S08000016","NHS Borders",3,"Emergency",79,71.5,10.5
"11259",2021-02-07,2021,2,7,1,6,"S08000016","NHS Borders",4,"Emergency",40,59,-32.2
"11260",2021-02-07,2021,2,7,1,6,"S08000016","NHS Borders",5,"Emergency",12,13.5,-11.1
"11261",2021-02-07,2021,2,7,1,6,"S08000017","NHS Dumfries and Galloway",1,"Emergency",37,42,-11.9
"11262",2021-02-07,2021,2,7,1,6,"S08000017","NHS Dumfries and Galloway",2,"Emergency",66,103.5,-36.2
"11263",2021-02-07,2021,2,7,1,6,"S08000017","NHS Dumfries and Galloway",3,"Emergency",109,149.5,-27.1
"11264",2021-02-07,2021,2,7,1,6,"S08000017","NHS Dumfries and Galloway",4,"Emergency",31,52.5,-41
"11265",2021-02-07,2021,2,7,1,6,"S08000017","NHS Dumfries and Galloway",5,"Emergency",28,25.5,9.8
"11266",2021-02-07,2021,2,7,1,6,"S08000019","NHS Forth Valley",1,"Emergency",119,279.5,-57.4
"11267",2021-02-07,2021,2,7,1,6,"S08000019","NHS Forth Valley",2,"Emergency",156,286.5,-45.5
"11268",2021-02-07,2021,2,7,1,6,"S08000019","NHS Forth Valley",3,"Emergency",123,242,-49.2
"11269",2021-02-07,2021,2,7,1,6,"S08000019","NHS Forth Valley",4,"Emergency",86,230,-62.6
"11270",2021-02-07,2021,2,7,1,6,"S08000019","NHS Forth Valley",5,"Emergency",69,146,-52.7
"11271",2021-02-07,2021,2,7,1,6,"S08000020","NHS Grampian",1,"Emergency",67,82,-18.3
"11272",2021-02-07,2021,2,7,1,6,"S08000020","NHS Grampian",2,"Emergency",180,189.5,-5
"11273",2021-02-07,2021,2,7,1,6,"S08000020","NHS Grampian",3,"Emergency",165,210.5,-21.6
"11274",2021-02-07,2021,2,7,1,6,"S08000020","NHS Grampian",4,"Emergency",237,254.5,-6.9
"11275",2021-02-07,2021,2,7,1,6,"S08000020","NHS Grampian",5,"Emergency",211,229,-7.9
"11276",2021-02-07,2021,2,7,1,6,"S08000022","NHS Highland",1,"Emergency",78,83,-6
"11277",2021-02-07,2021,2,7,1,6,"S08000022","NHS Highland",2,"Emergency",106,128,-17.2
"11278",2021-02-07,2021,2,7,1,6,"S08000022","NHS Highland",3,"Emergency",186,239,-22.2
"11279",2021-02-07,2021,2,7,1,6,"S08000022","NHS Highland",4,"Emergency",108,149.5,-27.8
"11280",2021-02-07,2021,2,7,1,6,"S08000022","NHS Highland",5,"Emergency",20,39.5,-49.4
"11281",2021-02-07,2021,2,7,1,6,"S08000024","NHS Lothian",1,"Emergency",252,287,-12.2
"11282",2021-02-07,2021,2,7,1,6,"S08000024","NHS Lothian",2,"Emergency",413,444,-7
"11283",2021-02-07,2021,2,7,1,6,"S08000024","NHS Lothian",3,"Emergency",284,295.5,-3.9
"11284",2021-02-07,2021,2,7,1,6,"S08000024","NHS Lothian",4,"Emergency",262,264,-0.8
"11285",2021-02-07,2021,2,7,1,6,"S08000024","NHS Lothian",5,"Emergency",330,344.5,-4.2
"11286",2021-02-07,2021,2,7,1,6,"S08000025","NHS Orkney",2,"Emergency",8,5,60
"11287",2021-02-07,2021,2,7,1,6,"S08000025","NHS Orkney",3,"Emergency",5,8,-37.5
"11288",2021-02-07,2021,2,7,1,6,"S08000025","NHS Orkney",4,"Emergency",21,20,5
"11289",2021-02-07,2021,2,7,1,6,"S08000026","NHS Shetland",3,"Emergency",17,21,-19
"11290",2021-02-07,2021,2,7,1,6,"S08000026","NHS Shetland",4,"Emergency",17,17.5,-2.9
"11291",2021-02-07,2021,2,7,1,6,"S08000028","NHS Western Isles",2,"Emergency",9,11,-18.2
"11292",2021-02-07,2021,2,7,1,6,"S08000028","NHS Western Isles",3,"Emergency",46,51.5,-10.7
"11293",2021-02-07,2021,2,7,1,6,"S08000029","NHS Fife",1,"Emergency",178,220,-19.1
"11294",2021-02-07,2021,2,7,1,6,"S08000029","NHS Fife",2,"Emergency",196,206.5,-5.1
"11295",2021-02-07,2021,2,7,1,6,"S08000029","NHS Fife",3,"Emergency",124,159,-22
"11296",2021-02-07,2021,2,7,1,6,"S08000029","NHS Fife",4,"Emergency",119,112.5,5.8
"11297",2021-02-07,2021,2,7,1,6,"S08000029","NHS Fife",5,"Emergency",88,97.5,-9.7
"11298",2021-02-07,2021,2,7,1,6,"S08000030","NHS Tayside",1,"Emergency",179,222.5,-19.6
"11299",2021-02-07,2021,2,7,1,6,"S08000030","NHS Tayside",2,"Emergency",171,196.5,-13
"11300",2021-02-07,2021,2,7,1,6,"S08000030","NHS Tayside",3,"Emergency",177,194.5,-9
"11301",2021-02-07,2021,2,7,1,6,"S08000030","NHS Tayside",4,"Emergency",194,243,-20.2
"11302",2021-02-07,2021,2,7,1,6,"S08000030","NHS Tayside",5,"Emergency",117,158,-25.9
"11303",2021-02-07,2021,2,7,1,6,"S08000031","NHS Greater Glasgow and Clyde",1,"Emergency",882,1157,-23.8
"11304",2021-02-07,2021,2,7,1,6,"S08000031","NHS Greater Glasgow and Clyde",2,"Emergency",421,531.5,-20.8
"11305",2021-02-07,2021,2,7,1,6,"S08000031","NHS Greater Glasgow and Clyde",3,"Emergency",279,345,-19.1
"11306",2021-02-07,2021,2,7,1,6,"S08000031","NHS Greater Glasgow and Clyde",4,"Emergency",270,299,-9.7
"11307",2021-02-07,2021,2,7,1,6,"S08000031","NHS Greater Glasgow and Clyde",5,"Emergency",292,356.5,-18.1
"11308",2021-02-07,2021,2,7,1,6,"S08000032","NHS Lanarkshire",1,"Emergency",424,502.5,-15.6
"11309",2021-02-07,2021,2,7,1,6,"S08000032","NHS Lanarkshire",2,"Emergency",347,406,-14.5
"11310",2021-02-07,2021,2,7,1,6,"S08000032","NHS Lanarkshire",3,"Emergency",211,281,-24.9
"11311",2021-02-07,2021,2,7,1,6,"S08000032","NHS Lanarkshire",4,"Emergency",161,196,-17.9
"11312",2021-02-07,2021,2,7,1,6,"S08000032","NHS Lanarkshire",5,"Emergency",117,132.5,-11.7
"11313",2021-02-07,2021,2,7,1,6,NA,NA,1,"Emergency",2515,3317,-24.2
"11314",2021-02-07,2021,2,7,1,6,NA,NA,2,"Emergency",2315,2816.5,-17.8
"11315",2021-02-07,2021,2,7,1,6,NA,NA,3,"Emergency",1944,2442,-20.4
"11316",2021-02-07,2021,2,7,1,6,NA,NA,4,"Emergency",1645,2003,-17.9
"11317",2021-02-07,2021,2,7,1,6,NA,NA,5,"Emergency",1355,1648.5,-17.8
"11318",2021-02-14,2021,2,14,1,7,"S08000015","NHS Ayrshire and Arran",1,"Emergency",260,385,-32.5
"11319",2021-02-14,2021,2,14,1,7,"S08000015","NHS Ayrshire and Arran",2,"Emergency",185,252,-26.6
"11320",2021-02-14,2021,2,14,1,7,"S08000015","NHS Ayrshire and Arran",3,"Emergency",131,171.5,-23.6
"11321",2021-02-14,2021,2,14,1,7,"S08000015","NHS Ayrshire and Arran",4,"Emergency",91,129,-29.5
"11322",2021-02-14,2021,2,14,1,7,"S08000015","NHS Ayrshire and Arran",5,"Emergency",74,100.5,-26.4
"11323",2021-02-14,2021,2,14,1,7,"S08000016","NHS Borders",1,"Emergency",12,20.5,-41.5
"11324",2021-02-14,2021,2,14,1,7,"S08000016","NHS Borders",2,"Emergency",28,52,-46.2
"11325",2021-02-14,2021,2,14,1,7,"S08000016","NHS Borders",3,"Emergency",65,105.5,-38.4
"11326",2021-02-14,2021,2,14,1,7,"S08000016","NHS Borders",4,"Emergency",37,51,-27.5
"11327",2021-02-14,2021,2,14,1,7,"S08000016","NHS Borders",5,"Emergency",11,14.5,-24.1
"11328",2021-02-14,2021,2,14,1,7,"S08000017","NHS Dumfries and Galloway",1,"Emergency",29,49.5,-41.4
"11329",2021-02-14,2021,2,14,1,7,"S08000017","NHS Dumfries and Galloway",2,"Emergency",62,95.5,-35.1
"11330",2021-02-14,2021,2,14,1,7,"S08000017","NHS Dumfries and Galloway",3,"Emergency",99,141,-29.8
"11331",2021-02-14,2021,2,14,1,7,"S08000017","NHS Dumfries and Galloway",4,"Emergency",46,52,-11.5
"11332",2021-02-14,2021,2,14,1,7,"S08000017","NHS Dumfries and Galloway",5,"Emergency",19,27.5,-30.9
"11333",2021-02-14,2021,2,14,1,7,"S08000019","NHS Forth Valley",1,"Emergency",147,264,-44.3
"11334",2021-02-14,2021,2,14,1,7,"S08000019","NHS Forth Valley",2,"Emergency",130,289.5,-55.1
"11335",2021-02-14,2021,2,14,1,7,"S08000019","NHS Forth Valley",3,"Emergency",106,251,-57.8
"11336",2021-02-14,2021,2,14,1,7,"S08000019","NHS Forth Valley",4,"Emergency",82,185,-55.7
"11337",2021-02-14,2021,2,14,1,7,"S08000019","NHS Forth Valley",5,"Emergency",89,164.5,-45.9
"11338",2021-02-14,2021,2,14,1,7,"S08000020","NHS Grampian",1,"Emergency",57,81,-29.6
"11339",2021-02-14,2021,2,14,1,7,"S08000020","NHS Grampian",2,"Emergency",161,199.5,-19.3
"11340",2021-02-14,2021,2,14,1,7,"S08000020","NHS Grampian",3,"Emergency",187,211.5,-11.6
"11341",2021-02-14,2021,2,14,1,7,"S08000020","NHS Grampian",4,"Emergency",235,262,-10.3
"11342",2021-02-14,2021,2,14,1,7,"S08000020","NHS Grampian",5,"Emergency",200,203,-1.5
"11343",2021-02-14,2021,2,14,1,7,"S08000022","NHS Highland",1,"Emergency",75,82,-8.5
"11344",2021-02-14,2021,2,14,1,7,"S08000022","NHS Highland",2,"Emergency",93,122.5,-24.1
"11345",2021-02-14,2021,2,14,1,7,"S08000022","NHS Highland",3,"Emergency",179,207.5,-13.7
"11346",2021-02-14,2021,2,14,1,7,"S08000022","NHS Highland",4,"Emergency",128,180.5,-29.1
"11347",2021-02-14,2021,2,14,1,7,"S08000022","NHS Highland",5,"Emergency",21,31.5,-33.3
"11348",2021-02-14,2021,2,14,1,7,"S08000024","NHS Lothian",1,"Emergency",268,303,-11.6
"11349",2021-02-14,2021,2,14,1,7,"S08000024","NHS Lothian",2,"Emergency",356,417,-14.6
"11350",2021-02-14,2021,2,14,1,7,"S08000024","NHS Lothian",3,"Emergency",277,283,-2.1
"11351",2021-02-14,2021,2,14,1,7,"S08000024","NHS Lothian",4,"Emergency",249,248.5,0.2
"11352",2021-02-14,2021,2,14,1,7,"S08000024","NHS Lothian",5,"Emergency",353,376.5,-6.2
"11353",2021-02-14,2021,2,14,1,7,"S08000025","NHS Orkney",2,"Emergency",9,6,50
"11354",2021-02-14,2021,2,14,1,7,"S08000025","NHS Orkney",3,"Emergency",12,6.5,84.6
"11355",2021-02-14,2021,2,14,1,7,"S08000025","NHS Orkney",4,"Emergency",19,16.5,15.2
"11356",2021-02-14,2021,2,14,1,7,"S08000026","NHS Shetland",3,"Emergency",10,13.5,-25.9
"11357",2021-02-14,2021,2,14,1,7,"S08000026","NHS Shetland",4,"Emergency",12,18.5,-35.1
"11358",2021-02-14,2021,2,14,1,7,"S08000028","NHS Western Isles",2,"Emergency",7,10.5,-33.3
"11359",2021-02-14,2021,2,14,1,7,"S08000028","NHS Western Isles",3,"Emergency",33,45.5,-27.5
"11360",2021-02-14,2021,2,14,1,7,"S08000029","NHS Fife",1,"Emergency",158,226,-30.1
"11361",2021-02-14,2021,2,14,1,7,"S08000029","NHS Fife",2,"Emergency",167,196.5,-15
"11362",2021-02-14,2021,2,14,1,7,"S08000029","NHS Fife",3,"Emergency",128,152,-15.8
"11363",2021-02-14,2021,2,14,1,7,"S08000029","NHS Fife",4,"Emergency",110,128.5,-14.4
"11364",2021-02-14,2021,2,14,1,7,"S08000029","NHS Fife",5,"Emergency",79,113.5,-30.4
"11365",2021-02-14,2021,2,14,1,7,"S08000030","NHS Tayside",1,"Emergency",161,222.5,-27.6
"11366",2021-02-14,2021,2,14,1,7,"S08000030","NHS Tayside",2,"Emergency",145,202,-28.2
"11367",2021-02-14,2021,2,14,1,7,"S08000030","NHS Tayside",3,"Emergency",139,200,-30.5
"11368",2021-02-14,2021,2,14,1,7,"S08000030","NHS Tayside",4,"Emergency",187,265.5,-29.6
"11369",2021-02-14,2021,2,14,1,7,"S08000030","NHS Tayside",5,"Emergency",116,166,-30.1
"11370",2021-02-14,2021,2,14,1,7,"S08000031","NHS Greater Glasgow and Clyde",1,"Emergency",890,1177.5,-24.4
"11371",2021-02-14,2021,2,14,1,7,"S08000031","NHS Greater Glasgow and Clyde",2,"Emergency",391,523.5,-25.3
"11372",2021-02-14,2021,2,14,1,7,"S08000031","NHS Greater Glasgow and Clyde",3,"Emergency",271,352.5,-23.1
"11373",2021-02-14,2021,2,14,1,7,"S08000031","NHS Greater Glasgow and Clyde",4,"Emergency",236,315.5,-25.2
"11374",2021-02-14,2021,2,14,1,7,"S08000031","NHS Greater Glasgow and Clyde",5,"Emergency",282,334,-15.6
"11375",2021-02-14,2021,2,14,1,7,"S08000032","NHS Lanarkshire",1,"Emergency",395,541.5,-27.1
"11376",2021-02-14,2021,2,14,1,7,"S08000032","NHS Lanarkshire",2,"Emergency",293,429.5,-31.8
"11377",2021-02-14,2021,2,14,1,7,"S08000032","NHS Lanarkshire",3,"Emergency",215,277.5,-22.5
"11378",2021-02-14,2021,2,14,1,7,"S08000032","NHS Lanarkshire",4,"Emergency",133,189,-29.6
"11379",2021-02-14,2021,2,14,1,7,"S08000032","NHS Lanarkshire",5,"Emergency",89,131.5,-32.3
"11380",2021-02-14,2021,2,14,1,7,NA,NA,1,"Emergency",2452,3353.5,-26.9
"11381",2021-02-14,2021,2,14,1,7,NA,NA,2,"Emergency",2028,2799,-27.5
"11382",2021-02-14,2021,2,14,1,7,NA,NA,3,"Emergency",1852,2418.5,-23.4
"11383",2021-02-14,2021,2,14,1,7,NA,NA,4,"Emergency",1565,2041.5,-23.3
"11384",2021-02-14,2021,2,14,1,7,NA,NA,5,"Emergency",1333,1663.5,-19.9
"11385",2021-02-21,2021,2,21,1,8,"S08000015","NHS Ayrshire and Arran",1,"Emergency",350,411,-14.8
"11386",2021-02-21,2021,2,21,1,8,"S08000015","NHS Ayrshire and Arran",2,"Emergency",208,245,-15.1
"11387",2021-02-21,2021,2,21,1,8,"S08000015","NHS Ayrshire and Arran",3,"Emergency",142,154,-7.8
"11388",2021-02-21,2021,2,21,1,8,"S08000015","NHS Ayrshire and Arran",4,"Emergency",91,120.5,-24.5
"11389",2021-02-21,2021,2,21,1,8,"S08000015","NHS Ayrshire and Arran",5,"Emergency",63,101,-37.6
"11390",2021-02-21,2021,2,21,1,8,"S08000016","NHS Borders",1,"Emergency",13,21,-38.1
"11391",2021-02-21,2021,2,21,1,8,"S08000016","NHS Borders",2,"Emergency",32,38.5,-16.9
"11392",2021-02-21,2021,2,21,1,8,"S08000016","NHS Borders",3,"Emergency",63,89,-29.2
"11393",2021-02-21,2021,2,21,1,8,"S08000016","NHS Borders",4,"Emergency",49,49.5,-1
"11394",2021-02-21,2021,2,21,1,8,"S08000016","NHS Borders",5,"Emergency",9,11.5,-21.7
"11395",2021-02-21,2021,2,21,1,8,"S08000017","NHS Dumfries and Galloway",1,"Emergency",38,43,-11.6
"11396",2021-02-21,2021,2,21,1,8,"S08000017","NHS Dumfries and Galloway",2,"Emergency",90,94.5,-4.8
"11397",2021-02-21,2021,2,21,1,8,"S08000017","NHS Dumfries and Galloway",3,"Emergency",117,131,-10.7
"11398",2021-02-21,2021,2,21,1,8,"S08000017","NHS Dumfries and Galloway",4,"Emergency",44,52.5,-16.2
"11399",2021-02-21,2021,2,21,1,8,"S08000017","NHS Dumfries and Galloway",5,"Emergency",18,31.5,-42.9
"11400",2021-02-21,2021,2,21,1,8,"S08000019","NHS Forth Valley",1,"Emergency",109,278,-60.8
"11401",2021-02-21,2021,2,21,1,8,"S08000019","NHS Forth Valley",2,"Emergency",151,286,-47.2
"11402",2021-02-21,2021,2,21,1,8,"S08000019","NHS Forth Valley",3,"Emergency",141,276.5,-49
"11403",2021-02-21,2021,2,21,1,8,"S08000019","NHS Forth Valley",4,"Emergency",79,199,-60.3
"11404",2021-02-21,2021,2,21,1,8,"S08000019","NHS Forth Valley",5,"Emergency",87,158,-44.9
"11405",2021-02-21,2021,2,21,1,8,"S08000020","NHS Grampian",1,"Emergency",81,91.5,-11.5
"11406",2021-02-21,2021,2,21,1,8,"S08000020","NHS Grampian",2,"Emergency",210,208.5,0.7
"11407",2021-02-21,2021,2,21,1,8,"S08000020","NHS Grampian",3,"Emergency",202,199,1.5
"11408",2021-02-21,2021,2,21,1,8,"S08000020","NHS Grampian",4,"Emergency",248,286.5,-13.4
"11409",2021-02-21,2021,2,21,1,8,"S08000020","NHS Grampian",5,"Emergency",210,220,-4.5
"11410",2021-02-21,2021,2,21,1,8,"S08000022","NHS Highland",1,"Emergency",64,70.5,-9.2
"11411",2021-02-21,2021,2,21,1,8,"S08000022","NHS Highland",2,"Emergency",105,140.5,-25.3
"11412",2021-02-21,2021,2,21,1,8,"S08000022","NHS Highland",3,"Emergency",194,208.5,-7
"11413",2021-02-21,2021,2,21,1,8,"S08000022","NHS Highland",4,"Emergency",137,157.5,-13
"11414",2021-02-21,2021,2,21,1,8,"S08000022","NHS Highland",5,"Emergency",27,46,-41.3
"11415",2021-02-21,2021,2,21,1,8,"S08000024","NHS Lothian",1,"Emergency",270,290,-6.9
"11416",2021-02-21,2021,2,21,1,8,"S08000024","NHS Lothian",2,"Emergency",438,405,8.1
"11417",2021-02-21,2021,2,21,1,8,"S08000024","NHS Lothian",3,"Emergency",286,272,5.1
"11418",2021-02-21,2021,2,21,1,8,"S08000024","NHS Lothian",4,"Emergency",285,280,1.8
"11419",2021-02-21,2021,2,21,1,8,"S08000024","NHS Lothian",5,"Emergency",396,347.5,14
"11420",2021-02-21,2021,2,21,1,8,"S08000025","NHS Orkney",3,"Emergency",9,5,80
"11421",2021-02-21,2021,2,21,1,8,"S08000025","NHS Orkney",4,"Emergency",26,18.5,40.5
"11422",2021-02-21,2021,2,21,1,8,"S08000026","NHS Shetland",3,"Emergency",26,14,85.7
"11423",2021-02-21,2021,2,21,1,8,"S08000026","NHS Shetland",4,"Emergency",17,18.5,-8.1
"11424",2021-02-21,2021,2,21,1,8,"S08000028","NHS Western Isles",2,"Emergency",8,14,-42.9
"11425",2021-02-21,2021,2,21,1,8,"S08000028","NHS Western Isles",3,"Emergency",46,47.5,-3.2
"11426",2021-02-21,2021,2,21,1,8,"S08000029","NHS Fife",1,"Emergency",220,238,-7.6
"11427",2021-02-21,2021,2,21,1,8,"S08000029","NHS Fife",2,"Emergency",209,210.5,-0.7
"11428",2021-02-21,2021,2,21,1,8,"S08000029","NHS Fife",3,"Emergency",156,155.5,0.3
"11429",2021-02-21,2021,2,21,1,8,"S08000029","NHS Fife",4,"Emergency",139,120.5,15.4
"11430",2021-02-21,2021,2,21,1,8,"S08000029","NHS Fife",5,"Emergency",101,105,-3.8
"11431",2021-02-21,2021,2,21,1,8,"S08000030","NHS Tayside",1,"Emergency",188,221.5,-15.1
"11432",2021-02-21,2021,2,21,1,8,"S08000030","NHS Tayside",2,"Emergency",178,199.5,-10.8
"11433",2021-02-21,2021,2,21,1,8,"S08000030","NHS Tayside",3,"Emergency",175,194,-9.8
"11434",2021-02-21,2021,2,21,1,8,"S08000030","NHS Tayside",4,"Emergency",190,241,-21.2
"11435",2021-02-21,2021,2,21,1,8,"S08000030","NHS Tayside",5,"Emergency",164,157,4.5
"11436",2021-02-21,2021,2,21,1,8,"S08000031","NHS Greater Glasgow and Clyde",1,"Emergency",1040,1204,-13.6
"11437",2021-02-21,2021,2,21,1,8,"S08000031","NHS Greater Glasgow and Clyde",2,"Emergency",437,525.5,-16.8
"11438",2021-02-21,2021,2,21,1,8,"S08000031","NHS Greater Glasgow and Clyde",3,"Emergency",328,361,-9.1
"11439",2021-02-21,2021,2,21,1,8,"S08000031","NHS Greater Glasgow and Clyde",4,"Emergency",250,295.5,-15.4
"11440",2021-02-21,2021,2,21,1,8,"S08000031","NHS Greater Glasgow and Clyde",5,"Emergency",294,331.5,-11.3
"11441",2021-02-21,2021,2,21,1,8,"S08000032","NHS Lanarkshire",1,"Emergency",462,517.5,-10.7
"11442",2021-02-21,2021,2,21,1,8,"S08000032","NHS Lanarkshire",2,"Emergency",361,433.5,-16.7
"11443",2021-02-21,2021,2,21,1,8,"S08000032","NHS Lanarkshire",3,"Emergency",205,251,-18.3
"11444",2021-02-21,2021,2,21,1,8,"S08000032","NHS Lanarkshire",4,"Emergency",171,167,2.4
"11445",2021-02-21,2021,2,21,1,8,"S08000032","NHS Lanarkshire",5,"Emergency",104,153.5,-32.2
"11446",2021-02-21,2021,2,21,1,8,NA,NA,1,"Emergency",2835,3386.5,-16.3
"11447",2021-02-21,2021,2,21,1,8,NA,NA,2,"Emergency",2435,2810.5,-13.4
"11448",2021-02-21,2021,2,21,1,8,NA,NA,3,"Emergency",2090,2358,-11.4
"11449",2021-02-21,2021,2,21,1,8,NA,NA,4,"Emergency",1726,2006.5,-14
"11450",2021-02-21,2021,2,21,1,8,NA,NA,5,"Emergency",1473,1663.5,-11.5
"11451",2021-02-28,2021,2,28,1,9,"S08000015","NHS Ayrshire and Arran",1,"Emergency",352,396.5,-11.2
"11452",2021-02-28,2021,2,28,1,9,"S08000015","NHS Ayrshire and Arran",2,"Emergency",232,253,-8.3
"11453",2021-02-28,2021,2,28,1,9,"S08000015","NHS Ayrshire and Arran",3,"Emergency",118,178.5,-33.9
"11454",2021-02-28,2021,2,28,1,9,"S08000015","NHS Ayrshire and Arran",4,"Emergency",92,127.5,-27.8
"11455",2021-02-28,2021,2,28,1,9,"S08000015","NHS Ayrshire and Arran",5,"Emergency",81,94,-13.8
"11456",2021-02-28,2021,2,28,1,9,"S08000016","NHS Borders",1,"Emergency",13,17,-23.5
"11457",2021-02-28,2021,2,28,1,9,"S08000016","NHS Borders",2,"Emergency",40,47.5,-15.8
"11458",2021-02-28,2021,2,28,1,9,"S08000016","NHS Borders",3,"Emergency",86,81.5,5.5
"11459",2021-02-28,2021,2,28,1,9,"S08000016","NHS Borders",4,"Emergency",51,53,-3.8
"11460",2021-02-28,2021,2,28,1,9,"S08000016","NHS Borders",5,"Emergency",6,15,-60
"11461",2021-02-28,2021,2,28,1,9,"S08000017","NHS Dumfries and Galloway",1,"Emergency",40,39,2.6
"11462",2021-02-28,2021,2,28,1,9,"S08000017","NHS Dumfries and Galloway",2,"Emergency",84,104,-19.2
"11463",2021-02-28,2021,2,28,1,9,"S08000017","NHS Dumfries and Galloway",3,"Emergency",103,153.5,-32.9
"11464",2021-02-28,2021,2,28,1,9,"S08000017","NHS Dumfries and Galloway",4,"Emergency",34,42.5,-20
"11465",2021-02-28,2021,2,28,1,9,"S08000017","NHS Dumfries and Galloway",5,"Emergency",16,23.5,-31.9
"11466",2021-02-28,2021,2,28,1,9,"S08000019","NHS Forth Valley",1,"Emergency",170,285.5,-40.5
"11467",2021-02-28,2021,2,28,1,9,"S08000019","NHS Forth Valley",2,"Emergency",157,311.5,-49.6
"11468",2021-02-28,2021,2,28,1,9,"S08000019","NHS Forth Valley",3,"Emergency",114,240.5,-52.6
"11469",2021-02-28,2021,2,28,1,9,"S08000019","NHS Forth Valley",4,"Emergency",112,215.5,-48
"11470",2021-02-28,2021,2,28,1,9,"S08000019","NHS Forth Valley",5,"Emergency",88,137,-35.8
"11471",2021-02-28,2021,2,28,1,9,"S08000020","NHS Grampian",1,"Emergency",79,88,-10.2
"11472",2021-02-28,2021,2,28,1,9,"S08000020","NHS Grampian",2,"Emergency",184,197.5,-6.8
"11473",2021-02-28,2021,2,28,1,9,"S08000020","NHS Grampian",3,"Emergency",174,213,-18.3
"11474",2021-02-28,2021,2,28,1,9,"S08000020","NHS Grampian",4,"Emergency",275,259,6.2
"11475",2021-02-28,2021,2,28,1,9,"S08000020","NHS Grampian",5,"Emergency",202,196.5,2.8
"11476",2021-02-28,2021,2,28,1,9,"S08000022","NHS Highland",1,"Emergency",59,74.5,-20.8
"11477",2021-02-28,2021,2,28,1,9,"S08000022","NHS Highland",2,"Emergency",112,124,-9.7
"11478",2021-02-28,2021,2,28,1,9,"S08000022","NHS Highland",3,"Emergency",196,209.5,-6.4
"11479",2021-02-28,2021,2,28,1,9,"S08000022","NHS Highland",4,"Emergency",124,149.5,-17.1
"11480",2021-02-28,2021,2,28,1,9,"S08000022","NHS Highland",5,"Emergency",30,35,-14.3
"11481",2021-02-28,2021,2,28,1,9,"S08000024","NHS Lothian",1,"Emergency",279,268,4.1
"11482",2021-02-28,2021,2,28,1,9,"S08000024","NHS Lothian",2,"Emergency",438,423,3.5
"11483",2021-02-28,2021,2,28,1,9,"S08000024","NHS Lothian",3,"Emergency",308,254.5,21
"11484",2021-02-28,2021,2,28,1,9,"S08000024","NHS Lothian",4,"Emergency",237,234.5,1.1
"11485",2021-02-28,2021,2,28,1,9,"S08000024","NHS Lothian",5,"Emergency",339,363.5,-6.7
"11486",2021-02-28,2021,2,28,1,9,"S08000025","NHS Orkney",3,"Emergency",6,6,0
"11487",2021-02-28,2021,2,28,1,9,"S08000025","NHS Orkney",4,"Emergency",24,15,60
"11488",2021-02-28,2021,2,28,1,9,"S08000026","NHS Shetland",2,"Emergency",5,4,25
"11489",2021-02-28,2021,2,28,1,9,"S08000026","NHS Shetland",3,"Emergency",16,9,77.8
"11490",2021-02-28,2021,2,28,1,9,"S08000026","NHS Shetland",4,"Emergency",13,15,-13.3
"11491",2021-02-28,2021,2,28,1,9,"S08000028","NHS Western Isles",2,"Emergency",10,14,-28.6
"11492",2021-02-28,2021,2,28,1,9,"S08000028","NHS Western Isles",3,"Emergency",26,55.5,-53.2
"11493",2021-02-28,2021,2,28,1,9,"S08000029","NHS Fife",1,"Emergency",195,232,-15.9
"11494",2021-02-28,2021,2,28,1,9,"S08000029","NHS Fife",2,"Emergency",179,217.5,-17.7
"11495",2021-02-28,2021,2,28,1,9,"S08000029","NHS Fife",3,"Emergency",126,149.5,-15.7
"11496",2021-02-28,2021,2,28,1,9,"S08000029","NHS Fife",4,"Emergency",102,130.5,-21.8
"11497",2021-02-28,2021,2,28,1,9,"S08000029","NHS Fife",5,"Emergency",98,109.5,-10.5
"11498",2021-02-28,2021,2,28,1,9,"S08000030","NHS Tayside",1,"Emergency",203,215.5,-5.8
"11499",2021-02-28,2021,2,28,1,9,"S08000030","NHS Tayside",2,"Emergency",179,221.5,-19.2
"11500",2021-02-28,2021,2,28,1,9,"S08000030","NHS Tayside",3,"Emergency",171,179,-4.5
"11501",2021-02-28,2021,2,28,1,9,"S08000030","NHS Tayside",4,"Emergency",230,236,-2.5
"11502",2021-02-28,2021,2,28,1,9,"S08000030","NHS Tayside",5,"Emergency",158,156.5,1
"11503",2021-02-28,2021,2,28,1,9,"S08000031","NHS Greater Glasgow and Clyde",1,"Emergency",979,1183.5,-17.3
"11504",2021-02-28,2021,2,28,1,9,"S08000031","NHS Greater Glasgow and Clyde",2,"Emergency",400,515.5,-22.4
"11505",2021-02-28,2021,2,28,1,9,"S08000031","NHS Greater Glasgow and Clyde",3,"Emergency",296,369.5,-19.9
"11506",2021-02-28,2021,2,28,1,9,"S08000031","NHS Greater Glasgow and Clyde",4,"Emergency",245,316,-22.5
"11507",2021-02-28,2021,2,28,1,9,"S08000031","NHS Greater Glasgow and Clyde",5,"Emergency",304,342.5,-11.2
"11508",2021-02-28,2021,2,28,1,9,"S08000032","NHS Lanarkshire",1,"Emergency",414,570.5,-27.4
"11509",2021-02-28,2021,2,28,1,9,"S08000032","NHS Lanarkshire",2,"Emergency",329,429.5,-23.4
