year_quarter,hb,location,specialty,specialty_name,all_staffed_beddays,total_occupied_beddays,average_available_staffed_beds,average_occupied_beds,percentage_occupancy,hb_name,country.x,shb_name,country.y
2017 Q1,S08000022,H103H,NA,All Acute,3312,3312,36.8,36.8,100,NHS Highland,S92000003,NA,NA
2017 Q1,S08000022,H202H,NA,All Acute,33211,30298,369.0111111,336.6444444,91.22880973,NHS Highland,S92000003,NA,NA
2017 Q1,S08000022,H212H,NA,All Acute,2191,1912,24.34444444,21.24444444,87.26608854,NHS Highland,S92000003,NA,NA
2017 Q1,S08000022,S08000022,NA,All Acute,48438,43011,538.2,477.9,88.79598662,NHS Highland,S92000003,NA,NA
2017 Q2,S08000022,C121H,NA,All Acute,4734,3231,52.02197802,35.50549451,68.25095057,NHS Highland,S92000003,NA,NA
2017 Q2,S08000022,H103H,NA,All Acute,2890,2886,31.75824176,31.71428571,99.8615917,NHS Highland,S92000003,NA,NA
2017 Q2,S08000022,H202H,NA,All Acute,33433,30439,367.3956044,334.4945055,91.04477612,NHS Highland,S92000003,NA,NA
2017 Q2,S08000022,H212H,NA,All Acute,2160,1819,23.73626374,19.98901099,84.21296296,NHS Highland,S92000003,NA,NA
2017 Q2,S08000022,S08000022,NA,All Acute,47919,42454,526.5824176,466.5274725,88.59533797,NHS Highland,S92000003,NA,NA
2017 Q3,S08000022,C121H,NA,All Acute,4786,3164,52.02173913,34.39130435,66.109486,NHS Highland,S92000003,NA,NA
2017 Q3,S08000022,H103H,NA,All Acute,2728,2728,29.65217391,29.65217391,100,NHS Highland,S92000003,NA,NA
2017 Q3,S08000022,H202H,NA,All Acute,34067,30832,370.2934783,335.1304348,90.50400681,NHS Highland,S92000003,NA,NA
2017 Q3,S08000022,H212H,NA,All Acute,2268,2057,24.65217391,22.35869565,90.69664903,NHS Highland,S92000003,NA,NA
2017 Q3,S08000022,S08000022,NA,All Acute,48602,42604,528.2826087,463.0869565,87.65894408,NHS Highland,S92000003,NA,NA
2017 Q4,S08000022,C121H,NA,All Acute,4785,3742,52.01086957,40.67391304,78.20271682,NHS Highland,S92000003,NA,NA
2017 Q4,S08000022,H103H,NA,All Acute,2971,2971,32.29347826,32.29347826,100,NHS Highland,S92000003,NA,NA
2017 Q4,S08000022,H202H,NA,All Acute,34236,30689,372.1304348,333.576087,89.6395607,NHS Highland,S92000003,NA,NA
2017 Q4,S08000022,H212H,NA,All Acute,2470,2344,26.84782609,25.47826087,94.89878543,NHS Highland,S92000003,NA,NA
2017 Q4,S08000022,S08000022,NA,All Acute,48726,43230,529.6304348,469.8913043,88.72060091,NHS Highland,S92000003,NA,NA
2018 Q1,S08000022,C121H,NA,All Acute,4687,3847,52.07777778,42.74444444,82.07808833,NHS Highland,S92000003,NA,NA
2018 Q1,S08000022,H103H,NA,All Acute,2974,2974,33.04444444,33.04444444,100,NHS Highland,S92000003,NA,NA
2018 Q1,S08000022,H202H,NA,All Acute,33326,30141,370.2888889,334.9,90.44289744,NHS Highland,S92000003,NA,NA
2018 Q1,S08000022,H212H,NA,All Acute,2400,2268,26.66666667,25.2,94.5,NHS Highland,S92000003,NA,NA
2018 Q1,S08000022,S08000022,NA,All Acute,47659,42938,529.5444444,477.0888889,90.09421096,NHS Highland,S92000003,NA,NA
2018 Q2,S08000022,C121H,NA,All Acute,4634,3570,50.92307692,39.23076923,77.03927492,NHS Highland,S92000003,NA,NA
2018 Q2,S08000022,H103H,NA,All Acute,3246,3246,35.67032967,35.67032967,100,NHS Highland,S92000003,NA,NA
2018 Q2,S08000022,H202H,NA,All Acute,33291,29490,365.8351648,324.0659341,88.58249977,NHS Highland,S92000003,NA,NA
2018 Q2,S08000022,H212H,NA,All Acute,2264,1995,24.87912088,21.92307692,88.11837456,NHS Highland,S92000003,NA,NA
2018 Q2,S08000022,S08000022,NA,All Acute,47669,42038,523.8351648,461.956044,88.18729153,NHS Highland,S92000003,NA,NA
2018 Q3,S08000022,C121H,NA,All Acute,4677,3369,50.83695652,36.61956522,72.03335471,NHS Highland,S92000003,NA,NA
2018 Q3,S08000022,H103H,NA,All Acute,2812,2812,30.56521739,30.56521739,100,NHS Highland,S92000003,NA,NA
2018 Q3,S08000022,H202H,NA,All Acute,34307,30233,372.9021739,328.6195652,88.12487248,NHS Highland,S92000003,NA,NA
2018 Q3,S08000022,H212H,NA,All Acute,2364,2197,25.69565217,23.88043478,92.9357022,NHS Highland,S92000003,NA,NA
2018 Q3,S08000022,S08000022,NA,All Acute,48523,42519,527.423913,462.1630435,87.62648641,NHS Highland,S92000003,NA,NA
2018 Q4,S08000022,C121H,NA,All Acute,4698,3725,51.06521739,40.48913043,79.28905917,NHS Highland,S92000003,NA,NA
2018 Q4,S08000022,H103H,NA,All Acute,2758,2758,29.97826087,29.97826087,100,NHS Highland,S92000003,NA,NA
2018 Q4,S08000022,H202H,NA,All Acute,33572,29972,364.9130435,325.7826087,89.27677827,NHS Highland,S92000003,NA,NA
2018 Q4,S08000022,H212H,NA,All Acute,2241,2056,24.35869565,22.34782609,91.7447568,NHS Highland,S92000003,NA,NA
2018 Q4,S08000022,S08000022,NA,All Acute,47364,42055,514.826087,457.1195652,88.79106494,NHS Highland,S92000003,NA,NA
2019 Q1,S08000022,C121H,NA,All Acute,4567,3695,50.74444444,41.05555556,80.90650317,NHS Highland,S92000003,NA,NA
2019 Q1,S08000022,H103H,NA,All Acute,3572,3572,39.68888889,39.68888889,100,NHS Highland,S92000003,NA,NA
2019 Q1,S08000022,H202H,NA,All Acute,33474,30838,371.9333333,342.6444444,92.12523152,NHS Highland,S92000003,NA,NA
2019 Q1,S08000022,H212H,NA,All Acute,2514,2448,27.93333333,27.2,97.37470167,NHS Highland,S92000003,NA,NA
2019 Q1,S08000022,S08000022,NA,All Acute,47780,43730,530.8888889,485.8888889,91.52365006,NHS Highland,S92000003,NA,NA
2019 Q2,S08000022,C121H,NA,All Acute,4517,3694,49.63736264,40.59340659,81.77994244,NHS Highland,S92000003,NA,NA
2019 Q2,S08000022,H103H,NA,All Acute,3203,3203,35.1978022,35.1978022,100,NHS Highland,S92000003,NA,NA
2019 Q2,S08000022,H202H,NA,All Acute,34651,31004,380.7802198,340.7032967,89.47505123,NHS Highland,S92000003,NA,NA
2019 Q2,S08000022,H212H,NA,All Acute,2477,2390,27.21978022,26.26373626,96.48768672,NHS Highland,S92000003,NA,NA
2019 Q2,S08000022,S08000022,NA,All Acute,48721,43762,535.3956044,480.9010989,89.82163749,NHS Highland,S92000003,NA,NA
2019 Q3,S08000022,C121H,NA,All Acute,4539,3421,49.33695652,37.18478261,75.36902401,NHS Highland,S92000003,NA,NA
2019 Q3,S08000022,H103H,NA,All Acute,3290,3290,35.76086957,35.76086957,100,NHS Highland,S92000003,NA,NA
2019 Q3,S08000022,H202H,NA,All Acute,35523,31732,386.1195652,344.9130435,89.32804099,NHS Highland,S92000003,NA,NA
2019 Q3,S08000022,H212H,NA,All Acute,2608,2507,28.34782609,27.25,96.12730061,NHS Highland,S92000003,NA,NA
2019 Q3,S08000022,S08000022,NA,All Acute,50043,44380,543.9456522,482.3913043,88.68373199,NHS Highland,S92000003,NA,NA
2019 Q4,S08000022,C121H,NA,All Acute,4411,3345,47.94565217,36.35869565,75.83314441,NHS Highland,S92000003,NA,NA
2019 Q4,S08000022,H103H,NA,All Acute,3306,3306,35.93478261,35.93478261,100,NHS Highland,S92000003,NA,NA
2019 Q4,S08000022,H202H,NA,All Acute,35449,32039,385.3152174,348.25,90.3805467,NHS Highland,S92000003,NA,NA
2019 Q4,S08000022,H212H,NA,All Acute,2461,2380,26.75,25.86956522,96.70865502,NHS Highland,S92000003,NA,NA
2019 Q4,S08000022,S08000022,NA,All Acute,49736,44378,540.6086957,482.3695652,89.22711919,NHS Highland,S92000003,NA,NA
2020 Q1,S08000022,C121H,NA,All Acute,4289,3183,47.13186813,34.97802198,74.21310329,NHS Highland,S92000003,NA,NA
2020 Q1,S08000022,H103H,NA,All Acute,3431,3330,37.7032967,36.59340659,97.05625182,NHS Highland,S92000003,NA,NA
2020 Q1,S08000022,H202H,NA,All Acute,34969,29718,384.2747253,326.5714286,84.98384283,NHS Highland,S92000003,NA,NA
2020 Q1,S08000022,H212H,NA,All Acute,2633,2600,28.93406593,28.57142857,98.74667679,NHS Highland,S92000003,NA,NA
2020 Q1,S08000022,S08000022,NA,All Acute,49389,42047,542.7362637,462.0549451,85.13434166,NHS Highland,S92000003,NA,NA
2020 Q2,S08000022,C121H,NA,All Acute,4162,2032,45.73626374,22.32967033,48.8226814,NHS Highland,S92000003,NA,NA
2020 Q2,S08000022,H103H,NA,All Acute,3063,2451,33.65934066,26.93406593,80.01958864,NHS Highland,S92000003,NA,NA
2020 Q2,S08000022,H202H,NA,All Acute,28623,19778,314.5384615,217.3406593,69.09827761,NHS Highland,S92000003,NA,NA
2020 Q2,S08000022,H212H,NA,All Acute,2595,1689,28.51648352,18.56043956,65.0867052,NHS Highland,S92000003,NA,NA
2020 Q2,S08000022,S08000022,NA,All Acute,42529,28404,467.3516484,312.1318681,66.78736862,NHS Highland,S92000003,NA,NA
2020 Q3,S08000022,C121H,NA,All Acute,3393,2553,36.88043478,27.75,75.24314766,NHS Highland,S92000003,NA,NA
2020 Q3,S08000022,H103H,NA,All Acute,2862,2862,31.10869565,31.10869565,100,NHS Highland,S92000003,NA,NA
2020 Q3,S08000022,H202H,NA,All Acute,30086,26100,327.0217391,283.6956522,86.7513129,NHS Highland,S92000003,NA,NA
2020 Q3,S08000022,H212H,NA,All Acute,2359,2185,25.64130435,23.75,92.62399322,NHS Highland,S92000003,NA,NA
2020 Q3,S08000022,S08000022,NA,All Acute,43331,36936,470.9891304,401.4782609,85.241513,NHS Highland,S92000003,NA,NA
2020 Q4,S08000022,C121H,NA,All Acute,3722,2743,40.45652174,29.81521739,73.69693713,NHS Highland,S92000003,NA,NA
2020 Q4,S08000022,H103H,NA,All Acute,3464,3464,37.65217391,37.65217391,100,NHS Highland,S92000003,NA,NA
2020 Q4,S08000022,H202H,NA,All Acute,32326,28968,351.3695652,314.8695652,89.61207697,NHS Highland,S92000003,NA,NA
2020 Q4,S08000022,H212H,NA,All Acute,2386,2360,25.93478261,25.65217391,98.91031014,NHS Highland,S92000003,NA,NA
2020 Q4,S08000022,S08000022,NA,All Acute,46555,41028,506.0326087,445.9565217,88.12802062,NHS Highland,S92000003,NA,NA
2021 Q1,S08000022,C121H,NA,All Acute,3966,2831,44.06666667,31.45555556,71.38174483,NHS Highland,S92000003,NA,NA
2021 Q1,S08000022,H103H,NA,All Acute,3465,3465,38.5,38.5,100,NHS Highland,S92000003,NA,NA
2021 Q1,S08000022,H202H,NA,All Acute,31461,29028,349.5666667,322.5333333,92.26661581,NHS Highland,S92000003,NA,NA
2021 Q1,S08000022,H212H,NA,All Acute,2474,2402,27.48888889,26.68888889,97.08973323,NHS Highland,S92000003,NA,NA
2021 Q1,S08000022,S08000022,NA,All Acute,45702,41261,507.8,458.4555556,90.28270098,NHS Highland,S92000003,NA,NA
2021 Q2,S08000022,C121H,NA,All Acute,4010,2896,44.06593407,31.82417582,72.21945137,NHS Highland,S92000003,NA,NA
2021 Q2,S08000022,H103H,NA,All Acute,3207,3207,35.24175824,35.24175824,100,NHS Highland,S92000003,NA,NA
2021 Q2,S08000022,H202H,NA,All Acute,30650,28318,336.8131868,311.1868132,92.39151713,NHS Highland,S92000003,NA,NA
2021 Q2,S08000022,H212H,NA,All Acute,2564,2353,28.17582418,25.85714286,91.77067083,NHS Highland,S92000003,NA,NA
2021 Q2,S08000022,S08000022,NA,All Acute,44357,40132,487.4395604,441.010989,90.47500958,NHS Highland,S92000003,NA,NA
2021 Q3,S08000022,C121H,NA,All Acute,4171,3536,45.33695652,38.43478261,84.77583313,NHS Highland,S92000003,NA,NA
2021 Q3,S08000022,H103H,NA,All Acute,3443,3443,37.42391304,37.42391304,100,NHS Highland,S92000003,NA,NA
2021 Q3,S08000022,H202H,NA,All Acute,34862,31689,378.9347826,344.4456522,90.8983994,NHS Highland,S92000003,NA,NA
2021 Q3,S08000022,H212H,NA,All Acute,2969,2871,32.27173913,31.20652174,96.69922533,NHS Highland,S92000003,NA,NA
2021 Q3,S08000022,S08000022,NA,All Acute,49688,45292,540.0869565,492.3043478,91.15279343,NHS Highland,S92000003,NA,NA
2021 Q4,S08000022,C121H,NA,All Acute,4134,3305,44.93478261,35.92391304,79.94678278,NHS Highland,S92000003,NA,NA
2021 Q4,S08000022,H103H,NA,All Acute,3518,3518,38.23913043,38.23913043,100,NHS Highland,S92000003,NA,NA
2021 Q4,S08000022,H202H,NA,All Acute,35427,32086,385.076087,348.7608696,90.56933977,NHS Highland,S92000003,NA,NA
2021 Q4,S08000022,H212H,NA,All Acute,2875,2767,31.25,30.07608696,96.24347826,NHS Highland,S92000003,NA,NA
2021 Q4,S08000022,S08000022,NA,All Acute,50822,46076,552.4130435,500.826087,90.66152454,NHS Highland,S92000003,NA,NA
2016 Q4,S08000022,C121H,Z9,All Specialties,4976,3031,54.08695652,32.94565217,60.91237942,NHS Highland,S92000003,NA,NA
2016 Q4,S08000022,H103H,Z9,All Specialties,4229,3229,45.9673913,35.09782609,76.35374793,NHS Highland,S92000003,NA,NA
2016 Q4,S08000022,H202H,Z9,All Specialties,40585,34546,441.1413043,375.5,85.12011827,NHS Highland,S92000003,NA,NA
2016 Q4,S08000022,H212H,Z9,All Specialties,3091,1937,33.59782609,21.05434783,62.66580395,NHS Highland,S92000003,NA,NA
2016 Q4,S08000022,S08000022,Z9,All Specialties,97208,77349,1056.608696,840.75,79.57061147,NHS Highland,S92000003,NA,NA
2017 Q1,S08000022,C121H,Z9,All Specialties,5293,3352,58.81111111,37.24444444,63.328925,NHS Highland,S92000003,NA,NA
2017 Q1,S08000022,H103H,Z9,All Specialties,3989,3344,44.32222222,37.15555556,83.83053397,NHS Highland,S92000003,NA,NA
2017 Q1,S08000022,H202H,Z9,All Specialties,40192,34443,446.5777778,382.7,85.69615844,NHS Highland,S92000003,NA,NA
2017 Q1,S08000022,H212H,Z9,All Specialties,3078,1913,34.2,21.25555556,62.15074724,NHS Highland,S92000003,NA,NA
2017 Q1,S08000022,S08000022,Z9,All Specialties,96288,78104,1069.866667,867.8222222,81.11498837,NHS Highland,S92000003,NA,NA
2017 Q2,S08000022,C121H,Z9,All Specialties,4917,3234,54.03296703,35.53846154,65.77181208,NHS Highland,S92000003,NA,NA
2017 Q2,S08000022,H103H,Z9,All Specialties,3763,2906,41.35164835,31.93406593,77.22561786,NHS Highland,S92000003,NA,NA
2017 Q2,S08000022,H202H,Z9,All Specialties,40263,33923,442.4505495,372.7802198,84.25353302,NHS Highland,S92000003,NA,NA
2017 Q2,S08000022,H212H,Z9,All Specialties,3185,1868,35,20.52747253,58.64992151,NHS Highland,S92000003,NA,NA
2017 Q2,S08000022,S08000022,Z9,All Specialties,96000,74844,1054.945055,822.4615385,77.9625,NHS Highland,S92000003,NA,NA
2017 Q3,S08000022,C121H,Z9,All Specialties,4971,3166,54.0326087,34.41304348,63.68939851,NHS Highland,S92000003,NA,NA
2017 Q3,S08000022,H103H,Z9,All Specialties,3817,2742,41.48913043,29.80434783,71.83652083,NHS Highland,S92000003,NA,NA
2017 Q3,S08000022,H202H,Z9,All Specialties,41234,34864,448.1956522,378.9565217,84.55158364,NHS Highland,S92000003,NA,NA
2017 Q3,S08000022,H212H,Z9,All Specialties,3222,2061,35.02173913,22.40217391,63.96648045,NHS Highland,S92000003,NA,NA
2017 Q3,S08000022,S08000022,Z9,All Specialties,95447,73950,1037.467391,803.8043478,77.47755299,NHS Highland,S92000003,NA,NA
2017 Q4,S08000022,C121H,Z9,All Specialties,4971,3746,54.0326087,40.7173913,75.35707101,NHS Highland,S92000003,NA,NA
2017 Q4,S08000022,H103H,Z9,All Specialties,3908,2991,42.47826087,32.51086957,76.53531218,NHS Highland,S92000003,NA,NA
2017 Q4,S08000022,H202H,Z9,All Specialties,41063,34729,446.3369565,377.4891304,84.57492146,NHS Highland,S92000003,NA,NA
2017 Q4,S08000022,H212H,Z9,All Specialties,3224,2347,35.04347826,25.51086957,72.79776675,NHS Highland,S92000003,NA,NA
2017 Q4,S08000022,S08000022,Z9,All Specialties,94709,74412,1029.445652,808.826087,78.56909058,NHS Highland,S92000003,NA,NA
2018 Q1,S08000022,C121H,Z9,All Specialties,4867,3848,54.07777778,42.75555556,79.06307787,NHS Highland,S92000003,NA,NA
2018 Q1,S08000022,H103H,Z9,All Specialties,3838,2990,42.64444444,33.22222222,77.90515894,NHS Highland,S92000003,NA,NA
2018 Q1,S08000022,H202H,Z9,All Specialties,40124,34519,445.8222222,383.5444444,86.03080451,NHS Highland,S92000003,NA,NA
2018 Q1,S08000022,H212H,Z9,All Specialties,3154,2270,35.04444444,25.22222222,71.97209892,NHS Highland,S92000003,NA,NA
2018 Q1,S08000022,S08000022,Z9,All Specialties,91795,75230,1019.944444,835.8888889,81.95435481,NHS Highland,S92000003,NA,NA
2018 Q2,S08000022,C121H,Z9,All Specialties,4725,3571,51.92307692,39.24175824,75.57671958,NHS Highland,S92000003,NA,NA
2018 Q2,S08000022,H103H,Z9,All Specialties,4043,3261,44.42857143,35.83516484,80.65792728,NHS Highland,S92000003,NA,NA
2018 Q2,S08000022,H202H,Z9,All Specialties,40185,33099,441.5934066,363.7252747,82.36655468,NHS Highland,S92000003,NA,NA
2018 Q2,S08000022,H212H,Z9,All Specialties,2928,1998,32.17582418,21.95604396,68.23770492,NHS Highland,S92000003,NA,NA
2018 Q2,S08000022,S08000022,Z9,All Specialties,91330,73332,1003.626374,805.8461538,80.29344137,NHS Highland,S92000003,NA,NA
2018 Q3,S08000022,C121H,Z9,All Specialties,4769,3369,51.83695652,36.61956522,70.64374083,NHS Highland,S92000003,NA,NA
2018 Q3,S08000022,H103H,Z9,All Specialties,3871,2827,42.07608696,30.72826087,73.03022475,NHS Highland,S92000003,NA,NA
2018 Q3,S08000022,H202H,Z9,All Specialties,41304,33909,448.9565217,368.576087,82.09616502,NHS Highland,S92000003,NA,NA
2018 Q3,S08000022,H212H,Z9,All Specialties,2813,2199,30.57608696,23.90217391,78.17276929,NHS Highland,S92000003,NA,NA
2018 Q3,S08000022,S08000022,Z9,All Specialties,91992,73340,999.9130435,797.173913,79.72432385,NHS Highland,S92000003,NA,NA
2018 Q4,S08000022,C121H,Z9,All Specialties,4790,3725,52.06521739,40.48913043,77.76617954,NHS Highland,S92000003,NA,NA
2018 Q4,S08000022,H103H,Z9,All Specialties,3849,2783,41.83695652,30.25,72.30449467,NHS Highland,S92000003,NA,NA
2018 Q4,S08000022,H202H,Z9,All Specialties,41154,33860,447.326087,368.0434783,82.27632794,NHS Highland,S92000003,NA,NA
2018 Q4,S08000022,H212H,Z9,All Specialties,2816,2057,30.60869565,22.35869565,73.046875,NHS Highland,S92000003,NA,NA
2018 Q4,S08000022,S08000022,Z9,All Specialties,91728,72344,997.0434783,786.3478261,78.86795744,NHS Highland,S92000003,NA,NA
2019 Q1,S08000022,C121H,Z9,All Specialties,4657,3696,51.74444444,41.06666667,79.36439768,NHS Highland,S92000003,NA,NA
2019 Q1,S08000022,H103H,Z9,All Specialties,4093,3586,45.47777778,39.84444444,87.6129978,NHS Highland,S92000003,NA,NA
2019 Q1,S08000022,H202H,Z9,All Specialties,40527,34878,450.3,387.5333333,86.06114442,NHS Highland,S92000003,NA,NA
2019 Q1,S08000022,H212H,Z9,All Specialties,3054,2449,33.93333333,27.21111111,80.18991487,NHS Highland,S92000003,NA,NA
2019 Q1,S08000022,S08000022,Z9,All Specialties,90597,75357,1006.633333,837.3,83.17825094,NHS Highland,S92000003,NA,NA
2019 Q2,S08000022,C121H,Z9,All Specialties,4608,3695,50.63736264,40.6043956,80.18663194,NHS Highland,S92000003,NA,NA
2019 Q2,S08000022,H103H,Z9,All Specialties,4028,3210,44.26373626,35.27472527,79.69215492,NHS Highland,S92000003,NA,NA
2019 Q2,S08000022,H202H,Z9,All Specialties,41505,34819,456.0989011,382.6263736,83.89109746,NHS Highland,S92000003,NA,NA
2019 Q2,S08000022,H212H,Z9,All Specialties,3189,2392,35.04395604,26.28571429,75.00783945,NHS Highland,S92000003,NA,NA
2019 Q2,S08000022,S08000022,Z9,All Specialties,91745,74804,1008.186813,822.021978,81.53468854,NHS Highland,S92000003,NA,NA
2019 Q3,S08000022,C121H,Z9,All Specialties,4632,3422,50.34782609,37.19565217,73.87737478,NHS Highland,S92000003,NA,NA
2019 Q3,S08000022,H103H,Z9,All Specialties,4103,3297,44.59782609,35.83695652,80.35583719,NHS Highland,S92000003,NA,NA
2019 Q3,S08000022,H202H,Z9,All Specialties,42355,35651,460.3804348,387.5108696,84.17188053,NHS Highland,S92000003,NA,NA
2019 Q3,S08000022,H212H,Z9,All Specialties,3274,2510,35.58695652,27.2826087,76.66463042,NHS Highland,S92000003,NA,NA
2019 Q3,S08000022,S08000022,Z9,All Specialties,93714,75715,1018.630435,822.9891304,80.79369144,NHS Highland,S92000003,NA,NA
2019 Q4,S08000022,C121H,Z9,All Specialties,4504,3349,48.95652174,36.40217391,74.35612789,NHS Highland,S92000003,NA,NA
2019 Q4,S08000022,H103H,Z9,All Specialties,4072,3310,44.26086957,35.97826087,81.28683694,NHS Highland,S92000003,NA,NA
2019 Q4,S08000022,H202H,Z9,All Specialties,42064,36213,457.2173913,393.6195652,86.09024344,NHS Highland,S92000003,NA,NA
2019 Q4,S08000022,H212H,Z9,All Specialties,3217,2384,34.9673913,25.91304348,74.10631023,NHS Highland,S92000003,NA,NA
2019 Q4,S08000022,S08000022,Z9,All Specialties,92043,73905,1000.467391,803.3152174,80.29399302,NHS Highland,S92000003,NA,NA
2020 Q1,S08000022,C121H,Z9,All Specialties,4380,3184,48.13186813,34.98901099,72.69406393,NHS Highland,S92000003,NA,NA
2020 Q1,S08000022,H103H,Z9,All Specialties,4191,3331,46.05494505,36.6043956,79.47983775,NHS Highland,S92000003,NA,NA
2020 Q1,S08000022,H202H,Z9,All Specialties,41883,33447,460.2527473,367.5494505,79.85817635,NHS Highland,S92000003,NA,NA
2020 Q1,S08000022,H212H,Z9,All Specialties,3207,2601,35.24175824,28.58241758,81.10383536,NHS Highland,S92000003,NA,NA
2020 Q1,S08000022,S08000022,Z9,All Specialties,91801,71286,1008.802198,783.3626374,77.65274888,NHS Highland,S92000003,NA,NA
2020 Q2,S08000022,C121H,Z9,All Specialties,4894,2032,53.78021978,22.32967033,41.52022885,NHS Highland,S92000003,NA,NA
2020 Q2,S08000022,H103H,Z9,All Specialties,4871,2453,53.52747253,26.95604396,50.35926914,NHS Highland,S92000003,NA,NA
2020 Q2,S08000022,H202H,Z9,All Specialties,36494,22387,401.032967,246.010989,61.34433057,NHS Highland,S92000003,NA,NA
2020 Q2,S08000022,H212H,Z9,All Specialties,3868,1690,42.50549451,18.57142857,43.6918304,NHS Highland,S92000003,NA,NA
2020 Q2,S08000022,S08000022,Z9,All Specialties,85839,50361,943.2857143,553.4175824,58.66913641,NHS Highland,S92000003,NA,NA
2020 Q3,S08000022,C121H,Z9,All Specialties,4049,2554,44.01086957,27.76086957,63.07730304,NHS Highland,S92000003,NA,NA
2020 Q3,S08000022,H103H,Z9,All Specialties,3804,2866,41.34782609,31.15217391,75.34174553,NHS Highland,S92000003,NA,NA
2020 Q3,S08000022,H202H,Z9,All Specialties,38897,29242,422.7934783,317.8478261,75.1780343,NHS Highland,S92000003,NA,NA
2020 Q3,S08000022,H212H,Z9,All Specialties,3296,2185,35.82608696,23.75,66.29247573,NHS Highland,S92000003,NA,NA
2020 Q3,S08000022,S08000022,Z9,All Specialties,83128,59671,903.5652174,648.5978261,71.78207102,NHS Highland,S92000003,NA,NA
2020 Q4,S08000022,C121H,Z9,All Specialties,4240,2746,46.08695652,29.84782609,64.76415094,NHS Highland,S92000003,NA,NA
2020 Q4,S08000022,H103H,Z9,All Specialties,4065,3466,44.18478261,37.67391304,85.26445264,NHS Highland,S92000003,NA,NA
2020 Q4,S08000022,H202H,Z9,All Specialties,40031,32310,435.1195652,351.1956522,80.71244785,NHS Highland,S92000003,NA,NA
2020 Q4,S08000022,H212H,Z9,All Specialties,3197,2363,34.75,25.68478261,73.91304348,NHS Highland,S92000003,NA,NA
2020 Q4,S08000022,S08000022,Z9,All Specialties,82433,63656,896.0108696,691.9130435,77.2215011,NHS Highland,S92000003,NA,NA
2021 Q1,S08000022,C121H,Z9,All Specialties,4056,2832,45.06666667,31.46666667,69.82248521,NHS Highland,S92000003,NA,NA
2021 Q1,S08000022,H103H,Z9,All Specialties,5239,3467,58.21111111,38.52222222,66.17675129,NHS Highland,S92000003,NA,NA
2021 Q1,S08000022,H202H,Z9,All Specialties,41423,32273,460.2555556,358.5888889,77.91082249,NHS Highland,S92000003,NA,NA
2021 Q1,S08000022,H212H,Z9,All Specialties,3152,2402,35.02222222,26.68888889,76.20558376,NHS Highland,S92000003,NA,NA
2021 Q1,S08000022,S08000022,Z9,All Specialties,84472,65903,938.5777778,732.2555556,78.01756795,NHS Highland,S92000003,NA,NA
2021 Q2,S08000022,C121H,Z9,All Specialties,4101,2899,45.06593407,31.85714286,70.69007559,NHS Highland,S92000003,NA,NA
2021 Q2,S08000022,H103H,Z9,All Specialties,3949,3214,43.3956044,35.31868132,81.38769309,NHS Highland,S92000003,NA,NA
2021 Q2,S08000022,H202H,Z9,All Specialties,39454,31718,433.5604396,348.5494505,80.39235565,NHS Highland,S92000003,NA,NA
2021 Q2,S08000022,H212H,Z9,All Specialties,3276,2356,36,25.89010989,71.91697192,NHS Highland,S92000003,NA,NA
2021 Q2,S08000022,S08000022,Z9,All Specialties,80953,65070,889.5934066,715.0549451,80.37997356,NHS Highland,S92000003,NA,NA
2021 Q3,S08000022,C121H,Z9,All Specialties,4265,3538,46.35869565,38.45652174,82.95427902,NHS Highland,S92000003,NA,NA
2021 Q3,S08000022,H103H,Z9,All Specialties,3997,3443,43.44565217,37.42391304,86.1396047,NHS Highland,S92000003,NA,NA
2021 Q3,S08000022,H202H,Z9,All Specialties,42147,35302,458.1195652,383.7173913,83.75922367,NHS Highland,S92000003,NA,NA
2021 Q3,S08000022,H212H,Z9,All Specialties,3353,2872,36.44565217,31.2173913,85.65463764,NHS Highland,S92000003,NA,NA
2021 Q3,S08000022,S08000022,Z9,All Specialties,83886,70337,911.8043478,764.5326087,83.84831796,NHS Highland,S92000003,NA,NA
2021 Q4,S08000022,C121H,Z9,All Specialties,4226,3305,45.93478261,35.92391304,78.20634169,NHS Highland,S92000003,NA,NA
2021 Q4,S08000022,H103H,Z9,All Specialties,4041,3523,43.92391304,38.29347826,87.18139074,NHS Highland,S92000003,NA,NA
2021 Q4,S08000022,H202H,Z9,All Specialties,43481,35638,472.6195652,387.3695652,81.96223638,NHS Highland,S92000003,NA,NA
2021 Q4,S08000022,H212H,Z9,All Specialties,3341,2768,36.31521739,30.08695652,82.84944627,NHS Highland,S92000003,NA,NA
2021 Q4,S08000022,S08000022,Z9,All Specialties,86552,71270,940.7826087,774.673913,82.34356225,NHS Highland,S92000003,NA,NA
2016 Q4,S08000022,H202H,C3,Anaesthetics,267,183,2.902173913,1.989130435,68.53932584,NHS Highland,S92000003,NA,NA
2016 Q4,S08000022,S08000022,C3,Anaesthetics,267,183,2.902173913,1.989130435,68.53932584,NHS Highland,S92000003,NA,NA
2017 Q1,S08000022,H202H,C3,Anaesthetics,343,223,3.811111111,2.477777778,65.01457726,NHS Highland,S92000003,NA,NA
2017 Q1,S08000022,S08000022,C3,Anaesthetics,343,223,3.811111111,2.477777778,65.01457726,NHS Highland,S92000003,NA,NA
2017 Q2,S08000022,H202H,C3,Anaesthetics,265,114,2.912087912,1.252747253,43.01886792,NHS Highland,S92000003,NA,NA
